-1.10893667861, -1.08584225475, -1, 1.66666666667, -1.05454545455, 0, 0, -1
-1.0063153788, -1.06770032747, -1.0, 2.5, 1.67307692308, 0, 0, -1
1.36498967068, 1.22061200924, 1, 5.0, 1.18867924528, 0, 0, 1
-1.30889592592, -1.1510116211, -1, -1.66666666667, 2.96825396825, 0, -1, -1
1.16225541052, 1.12719190931, 2, 2.5, 1.04225352113, 1, 0, 1
1.60350470476, 1.34031737116, 0, 10, 1.15476190476, 0, 2, 1
-1.11977987256, 1.04762010924, 1, -2.0, -1.13559322034, 1, -1, -1
1.05625511876, -1.01214558617, 0, 3, 1.2, 0, 0, 1
1.18383311604, 1.08367656623, -1.0, 9.0, 1.04255319149, 0, 2, 1
-1.28338409646, -1.29251670478, -1, -1.2, -1.68421052632, -1, -1, -1
1.25377914077, 1.10036189194, 1, 4.0, 2.21276595745, 0, 0, 1
1.41892935272, 1.37088419172, 1, 4.0, 1.18421052632, 0, 2, 1
1.60374227512, 1.35603670777, 0, 6, 1.66666666667, 0, 1, 1
1.23952123269, 1.1624067628, 2, 7.0, 1.37037037037, 0, 0, 1
1.09264515543, 1.07012014969, -2, 2.0, -1.27419354839, 0, 0, 1
1.13819572998, 1.06725064788, -1.0, 2.0, -1.0, 0, 0, 1
1.12319139139, 1.17898717597, 1, 2.0, -2.45098039216, 1, 0, 1
1.09338720276, 1.12573363906, -1, 1.33333333333, 1.2380952381, 1, 0, -1
1.23790745133, 1.15329352491, -1.0, 5, 1.65909090909, 0, 0, 1
1.08325750682, 1.08337682968, -1, 2.0, -1.12264150943, 0, 0, 1
-1.10893667861, -1.08584225475, -1, 1.66666666667, -1.05454545455, 0, 0, -1
-1.0063153788, -1.06770032747, -1.0, 2.5, 1.67307692308, 0, 0, -1
1.36498967068, 1.22061200924, 1, 5.0, 1.18867924528, 0, 0, 1
-1.30889592592, -1.1510116211, -1, -1.66666666667, 2.96825396825, 0, -1, -1
1.16225541052, 1.12719190931, 2, 2.5, 1.04225352113, 1, 0, 1
1.60350470476, 1.34031737116, 0, 10, 1.15476190476, 0, 2, 1
